title_year,country,duration,content_rating,budget,facenumber_in_poster,director_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,imdb_score
2012.0,USA,132.0,PG-13,170000000.0,0.0,274.0,72881,53000,6.1
2014.0,USA,97.0,PG,180000000.0,2.0,171.0,15516,89000,7.0
2014.0,USA,130.0,PG-13,170000000.0,0.0,198.0,14363,45000,7.6
2015.0,Belgium,109.0,R,41114212.86969768,3.0,596.0,1982,677,4.5
2013.0,USA,128.0,PG-13,175000000.0,2.0,47.0,20965,35000,6.3
2014.0,USA,136.0,PG-13,170000000.0,1.0,94.0,36188,55000,7.8
2010.0,USA,93.0,PG,165000000.0,2.0,31.0,4628,0,6.4
2015.0,USA,130.0,PG,190000000.0,2.0,663.0,5046,37000,6.5
2014.0,USA,102.0,PG,165000000.0,0.0,38.0,2963,41000,7.9
2012.0,USA,101.0,PG,165000000.0,1.0,66.0,4451,40000,7.8
2004.0,USA,100.0,G,165000000.0,0.0,0.0,16264,10000,6.6
2016.0,USA,120.0,PG-13,165000000.0,0.0,776.0,3233,67000,5.5
2010.0,USA,98.0,PG,165000000.0,0.0,255.0,20453,33000,8.2
2003.0,USA,109.0,R,200000000.0,0.0,84.0,1769,0,6.4
2014.0,USA,121.0,PG-13,170000000.0,3.0,571.0,32438,96000,8.1
2014.0,USA,169.0,PG-13,165000000.0,1.0,22000.0,31488,349000,8.6
2010.0,USA,148.0,PG-13,160000000.0,0.0,22000.0,81115,175000,8.8
2012.0,USA,182.0,PG-13,180000000.0,1.0,0.0,9152,166000,7.9
2008.0,USA,166.0,PG-13,150000000.0,2.0,21000.0,13333,23000,7.8
2011.0,USA,132.0,PG-13,160000000.0,3.0,905.0,50983,54000,7.8
2015.0,USA,137.0,PG-13,160000000.0,1.0,508.0,81385,38000,6.6
2010.0,USA,109.0,PG,150000000.0,0.0,226.0,13388,11000,6.1
2006.0,USA,98.0,PG-13,160000000.0,0.0,249.0,92456,0,5.6
2016.0,USA,113.0,PG,170000000.0,1.0,33.0,80806,30000,6.4
2007.0,USA,93.0,PG,160000000.0,2.0,50.0,4705,0,6.1
2016.0,USA,123.0,PG-13,160000000.0,0.0,0.0,5505,89000,7.3
2015.0,USA,126.0,PG-13,155000000.0,2.0,230.0,38873,82000,6.6
2010.0,USA,113.0,PG,155000000.0,4.0,150.0,764,11000,6.3
2001.0,USA,184.0,PG-13,140000000.0,0.0,0.0,5401,0,6.1
2007.0,USA,144.0,PG-13,150000000.0,0.0,0.0,2333,8000,7.1
2004.0,Germany,206.0,R,155000000.0,3.0,0.0,24598,0,5.5
2007.0,UK,138.0,PG-13,150000000.0,3.0,282.0,33433,0,7.5
2005.0,UK,157.0,PG-13,150000000.0,1.0,179.0,53413,0,7.6
2008.0,USA,102.0,PG-13,150000000.0,0.0,532.0,21584,0,6.4
2007.0,USA,104.0,PG-13,150000000.0,0.0,508.0,13076,11000,7.2
2005.0,USA,115.0,PG,150000000.0,3.0,13000.0,57844,0,6.7
2007.0,USA,111.0,G,150000000.0,0.0,663.0,4764,10000,8.0
2005.0,USA,128.0,PG-13,150000000.0,0.0,22000.0,59558,15000,8.3
2008.0,USA,89.0,PG,150000000.0,0.0,35.0,3285,0,6.7
2009.0,USA,105.0,PG,150000000.0,2.0,189.0,54039,2000,5.9
2009.0,USA,119.0,PG-13,150000000.0,0.0,151.0,40054,0,6.7
2003.0,Australia,129.0,R,150000000.0,0.0,0.0,1062,0,6.7
2013.0,USA,102.0,PG,150000000.0,0.0,69.0,2582,58000,7.6
2003.0,USA,138.0,R,150000000.0,0.0,0.0,534,0,7.2
2013.0,USA,112.0,PG-13,170000000.0,3.0,230.0,59803,63000,7.1
2015.0,Australia,120.0,R,150000000.0,0.0,750.0,40025,191000,8.1
2009.0,USA,146.0,PG-13,150000000.0,2.0,2000.0,16948,0,6.7
2011.0,USA,115.0,PG-13,150000000.0,1.0,0.0,60059,63000,7.0
2008.0,USA,96.0,PG,150000000.0,0.0,59.0,20007,0,6.9
2009.0,USA,88.0,PG,150000000.0,0.0,12.0,2217,0,5.1
2012.0,USA,99.0,PG-13,150000000.0,0.0,473.0,16184,19000,5.8
2012.0,USA,113.0,PG-13,100000000.0,7.0,13000.0,80849,82000,6.2
2015.0,China,131.0,PG-13,150000000.0,0.0,188.0,21840,47000,7.4
2010.0,USA,119.0,R,150000000.0,0.0,394.0,13071,0,5.8
2007.0,USA,91.0,PG,150000000.0,0.0,58.0,6576,0,6.2
2011.0,USA,90.0,PG,150000000.0,0.0,90.0,21015,20000,7.3
2010.0,USA,103.0,PG,150000000.0,0.0,0.0,2857,18000,4.2
2006.0,USA,124.0,PG-13,150000000.0,0.0,14000.0,34817,0,6.9
2013.0,USA,131.0,PG-13,150000000.0,2.0,776.0,18204,33000,6.4
2011.0,USA,88.0,PG,150000000.0,0.0,25.0,2652,0,5.4
2006.0,UK,85.0,PG,149000000.0,0.0,42.0,35161,0,6.7
2014.0,USA,92.0,PG,145000000.0,2.0,50.0,5810,11000,6.9
2004.0,USA,196.0,R,175000000.0,2.0,249.0,17944,0,7.2
2012.0,USA,93.0,PG,145000000.0,0.0,35.0,2444,17000,6.9
2002.0,UK,133.0,PG-13,142000000.0,0.0,93.0,2538,0,6.1
2016.0,USA,116.0,PG-13,144000000.0,4.0,176.0,2097,62000,5.5
1998.0,USA,153.0,PG-13,140000000.0,0.0,0.0,26029,11000,6.6
2002.0,USA,88.0,PG-13,140000000.0,2.0,188.0,14823,2000,6.1
2007.0,USA,115.0,PG-13,150000000.0,1.0,0.0,31523,3000,6.3
2016.0,USA,95.0,PG,145000000.0,0.0,5.0,36095,24000,7.2
2011.0,USA,133.0,PG-13,145000000.0,3.0,663.0,21768,35000,7.4
2012.0,USA,97.0,PG,145000000.0,0.0,52.0,20645,25000,7.3
2005.0,USA,90.0,PG-13,100000000.0,1.0,23.0,1997,2000,6.1
2003.0,USA,154.0,R,140000000.0,1.0,380.0,11945,0,7.7
2014.0,UK,150.0,PG-13,140000000.0,0.0,0.0,26490,51000,6.1
2009.0,USA,127.0,PG-13,150000000.0,0.0,14000.0,39284,19000,8.0
2002.0,USA,121.0,PG-13,139000000.0,0.0,0.0,40484,5000,7.3
2014.0,USA,102.0,PG,145000000.0,5.0,255.0,23378,46000,7.9
2016.0,USA,126.0,PG-13,140000000.0,4.0,295.0,19769,24000,5.5
2005.0,USA,121.0,PG-13,135000000.0,0.0,357.0,2705,0,5.0
2009.0,USA,215.0,R,130000000.0,1.0,0.0,2530,18000,7.7
1998.0,USA,127.0,R,140000000.0,2.0,503.0,6171,0,6.6
2003.0,USA,138.0,PG-13,137000000.0,0.0,0.0,1814,0,5.7
2013.0,USA,122.0,PG-13,130000000.0,6.0,209.0,31958,42000,5.8
2005.0,UK,124.0,PG-13,130000000.0,3.0,42.0,13073,0,6.0
2001.0,USA,106.0,PG-13,137000000.0,1.0,6.0,15015,0,6.4
2011.0,USA,124.0,PG-13,140000000.0,0.0,394.0,19761,46000,6.9
1999.0,UK,128.0,PG-13,135000000.0,2.0,150.0,2037,2000,6.4
2003.0,USA,138.0,PG-13,150000000.0,1.0,608.0,1205,0,7.4
2011.0,Australia,100.0,PG,135000000.0,0.0,750.0,62644,0,5.9
2008.0,USA,135.0,PG-13,150000000.0,0.0,255.0,5811,0,6.8
2016.0,UK,117.0,PG,140000000.0,0.0,14000.0,1950,27000,6.8
2015.0,USA,156.0,R,135000000.0,0.0,0.0,57108,190000,8.1
2013.0,USA,96.0,PG,135000000.0,0.0,13.0,17416,13000,6.5
2011.0,USA,107.0,PG,135000000.0,0.0,563.0,43291,26000,7.2
2014.0,USA,92.0,PG,132000000.0,0.0,35.0,19963,11000,6.7
2007.0,USA,115.0,PG-13,110000000.0,0.0,521.0,17369,0,8.1
2008.0,USA,92.0,PG,130000000.0,0.0,54.0,12754,6000,7.6
2015.0,USA,117.0,PG-13,130000000.0,6.0,235.0,5730,61000,7.4
2013.0,USA,146.0,PG-13,130000000.0,1.0,508.0,49355,82000,7.6
2015.0,USA,94.0,PG,135000000.0,0.0,12.0,17883,26000,6.7
2005.0,USA,116.0,PG-13,132000000.0,0.0,14000.0,12758,0,6.5
2003.0,USA,147.0,R,130000000.0,1.0,0.0,12954,0,6.6
2011.0,USA,90.0,PG,130000000.0,0.0,50.0,5046,16000,6.7
2010.0,USA,101.0,PG-13,110000000.0,1.0,176.0,12406,23000,6.4
2014.0,USA,138.0,PG-13,125000000.0,2.0,0.0,32355,71000,5.8
2011.0,USA,107.0,PG,135000000.0,1.0,14000.0,4631,44000,7.4
2004.0,UK,142.0,PG,130000000.0,3.0,0.0,33284,11000,7.8
2008.0,Australia,165.0,PG-13,130000000.0,0.0,1000.0,921,0,6.6
2013.0,USA,100.0,PG-13,130000000.0,0.0,0.0,14168,37000,4.9
2000.0,USA,82.0,PG,127500000.0,1.0,0.0,2945,0,6.5
2014.0,USA,98.0,PG,127000000.0,7.0,189.0,53587,11000,6.2
2010.0,USA,95.0,PG,130000000.0,3.0,96.0,46120,13000,7.3
2001.0,UK,159.0,PG,125000000.0,4.0,0.0,13191,16000,7.5
2013.0,USA,96.0,PG-13,130000000.0,2.0,124.0,31549,20000,5.6
2003.0,USA,143.0,PG-13,140000000.0,3.0,563.0,48184,10000,8.1
2014.0,USA,123.0,PG-13,125000000.0,1.0,508.0,81385,52000,6.7
2006.0,USA,174.0,PG-13,125000000.0,2.0,2000.0,16008,0,6.6
2014.0,USA,101.0,G,103000000.0,0.0,107.0,1031,0,6.4
2003.0,Canada,134.0,PG-13,110000000.0,4.0,0.0,20952,0,7.5
2011.0,USA,132.0,PG-13,125000000.0,3.0,681.0,55345,54000,7.3
2011.0,USA,129.0,PG-13,125000000.0,2.0,0.0,22403,39000,7.5
2010.0,USA,106.0,PG-13,125000000.0,0.0,255.0,18003,15000,5.8
1999.0,USA,102.0,R,85000000.0,1.0,323.0,1815,0,6.6
2012.0,USA,135.0,PG-13,125000000.0,0.0,209.0,12175,31000,6.7
1997.0,USA,125.0,PG-13,125000000.0,3.0,541.0,2699,0,3.7
2000.0,USA,110.0,PG,123000000.0,0.0,2000.0,4146,0,6.0
2004.0,USA,124.0,PG-13,125000000.0,0.0,776.0,20553,19000,6.4
2000.0,USA,123.0,PG-13,125000000.0,0.0,610.0,11930,0,6.1
2000.0,USA,130.0,PG-13,140000000.0,0.0,249.0,2684,0,6.4
2007.0,USA,92.0,PG,130000000.0,3.0,167.0,15302,0,5.6
2012.0,USA,127.0,PG,120000000.0,0.0,0.0,2121,122000,8.0
2007.0,USA,123.0,PG-13,110000000.0,1.0,160.0,14017,0,5.2
2016.0,UK,123.0,PG-13,120000000.0,0.0,521.0,13752,31000,7.1
2003.0,USA,107.0,PG-13,120000000.0,0.0,368.0,4046,0,4.8
2012.0,USA,124.0,R,130000000.0,0.0,0.0,24098,97000,7.0
2002.0,USA,77.0,PG,120000000.0,0.0,50.0,2682,459,5.4
2013.0,USA,109.0,R,115000000.0,0.0,662.0,17689,61000,6.6
2004.0,USA,134.0,PG-13,105000000.0,0.0,123.0,17159,0,6.7
2014.0,USA,117.0,PG-13,100000000.0,0.0,294.0,14161,60000,6.2
2008.0,USA,135.0,PG,120000000.0,0.0,0.0,902,0,6.1
2010.0,USA,121.0,PG-13,120000000.0,4.0,274.0,993,0,5.3
2010.0,USA,117.0,PG-13,117000000.0,0.0,446.0,12731,11000,6.3
2013.0,USA,124.0,PG-13,120000000.0,0.0,364.0,22004,71000,7.0
2005.0,USA,140.0,PG-13,113000000.0,4.0,0.0,44042,10000,7.6
2002.0,USA,142.0,PG,115000000.0,3.0,0.0,42990,0,6.7
2001.0,USA,92.0,G,115000000.0,0.0,0.0,15013,0,8.1
2013.0,USA,138.0,PG-13,120000000.0,1.0,446.0,23755,68000,6.7
1999.0,USA,136.0,PG,115000000.0,1.0,0.0,37723,13000,6.5
2013.0,USA,98.0,PG,135000000.0,3.0,16.0,43286,28000,7.3
2002.0,USA,153.0,R,115000000.0,0.0,610.0,15046,0,6.0
2016.0,USA,120.0,PG-13,115000000.0,2.0,19.0,46719,16000,6.1
2014.0,USA,101.0,PG-13,125000000.0,0.0,473.0,2690,62000,5.9
2013.0,UK,91.0,PG-13,100000000.0,0.0,0.0,87,147000,7.8
1997.0,USA,108.0,PG-13,116000000.0,1.0,79.0,1569,0,5.8
2016.0,USA,112.0,PG-13,135000000.0,1.0,13.0,8306,12000,6.3
2006.0,USA,108.0,PG,110000000.0,2.0,189.0,55486,3000,6.4
2015.0,USA,114.0,PG-13,110000000.0,0.0,62.0,16718,52000,6.1
1997.0,UK,119.0,PG-13,110000000.0,3.0,55.0,2958,0,6.5
2000.0,USA,142.0,R,110000000.0,1.0,776.0,19454,4000,7.1
2004.0,USA,125.0,PG-13,110000000.0,0.0,0.0,19359,0,6.4
2005.0,USA,126.0,PG-13,120000000.0,2.0,218.0,22722,0,6.5
2015.0,USA,119.0,PG-13,110000000.0,0.0,124.0,22622,27000,6.3
2004.0,USA,170.0,PG-13,110000000.0,0.0,17000.0,34582,0,7.5
2010.0,USA,85.0,PG,112000000.0,1.0,11.0,1173,0,4.9
2011.0,USA,119.0,PG-13,120000000.0,0.0,1000.0,13391,14000,5.8
2014.0,USA,102.0,R,110000000.0,0.0,263.0,10583,71000,6.2
2011.0,USA,103.0,PG,110000000.0,3.0,67.0,692,31000,5.5
2004.0,USA,76.0,PG,110000000.0,0.0,6.0,13607,304,5.4
2016.0,USA,120.0,PG-13,110000000.0,3.0,124.0,12452,12000,5.8
2011.0,USA,127.0,PG-13,110000000.0,1.0,189.0,22254,36000,7.1
2013.0,USA,105.0,PG,105000000.0,3.0,67.0,914,0,5.4
1997.0,USA,121.0,PG-13,160000000.0,0.0,101.0,2027,894,3.7
2013.0,USA,114.0,PG-13,110000000.0,4.0,151.0,12908,123000,6.7
2007.0,USA,129.0,PG-13,110000000.0,1.0,235.0,13961,0,7.2
2001.0,New Zealand,171.0,PG-13,93000000.0,2.0,0.0,22342,21000,8.8
2004.0,USA,120.0,PG,110000000.0,0.0,153.0,3175,0,5.8
2001.0,USA,165.0,R,107000000.0,1.0,0.0,14196,0,6.8
2003.0,USA,82.0,PG,109000000.0,1.0,34.0,2762,946,3.8
2004.0,USA,115.0,PG-13,120000000.0,1.0,295.0,12068,0,7.1
2005.0,USA,194.0,R,130000000.0,1.0,0.0,19600,0,7.2
1999.0,Germany,84.0,PG,133000000.0,0.0,50.0,3382,0,5.9
2009.0,USA,97.0,G,105000000.0,0.0,63.0,2480,5000,7.1
2015.0,USA,151.0,PG-13,108000000.0,1.0,0.0,14831,153000,8.1
2005.0,USA,136.0,PG-13,126000000.0,1.0,0.0,34839,0,6.9
2001.0,New Line,104.0,R,90000000.0,0.0,23.0,3133,53,4.4
2000.0,USA,127.0,PG-13,90000000.0,1.0,57.0,29069,0,6.5
2000.0,USA,171.0,R,103000000.0,0.0,0.0,6521,21000,8.5
2002.0,USA,145.0,PG-13,102000000.0,0.0,14000.0,12546,0,7.7
2002.0,UK,174.0,PG,100000000.0,1.0,0.0,35672,0,7.4
2006.0,UK,144.0,PG-13,150000000.0,1.0,258.0,9125,0,8.0
2001.0,USA,119.0,PG-13,100000000.0,0.0,13000.0,2776,0,5.7
1991.0,USA,153.0,R,102000000.0,0.0,0.0,2829,13000,8.5
2009.0,USA,140.0,R,100000000.0,1.0,0.0,64599,0,7.0
2007.0,USA,176.0,R,100000000.0,0.0,0.0,20354,0,7.8
1994.0,USA,141.0,R,115000000.0,0.0,0.0,4528,0,7.2
2009.0,USA,106.0,R,100000000.0,1.0,12000.0,19906,0,6.4
2010.0,USA,98.0,PG-13,100000000.0,10.0,80.0,24082,0,5.5
2010.0,USA,116.0,PG-13,100000000.0,2.0,285.0,20233,16000,6.7
1996.0,USA,115.0,R,100000000.0,1.0,55.0,3454,0,6.1
2012.0,USA,165.0,R,100000000.0,1.0,16000.0,40978,199000,8.5
1996.0,USA,91.0,G,100000000.0,0.0,21.0,4842,0,6.9
2000.0,USA,78.0,G,100000000.0,1.0,10.0,2039,0,7.3
2012.0,USA,103.0,R,92000000.0,3.0,165.0,57881,108000,6.7
2004.0,USA,131.0,PG,100000000.0,0.0,226.0,13679,0,6.9
2006.0,USA,104.0,PG,100000000.0,0.0,14.0,4487,0,5.1
2009.0,Germany,101.0,PG,100000000.0,0.0,0.0,1738,11000,6.8
2013.0,USA,102.0,PG,100000000.0,2.0,77.0,14552,17000,6.7
2010.0,USA,103.0,PG-13,100000000.0,0.0,207.0,55175,25000,6.0
1999.0,USA,121.0,R,83000000.0,0.0,0.0,3903,2000,5.7
2006.0,Germany,143.0,R,100000000.0,0.0,380.0,33160,14000,8.0
2013.0,USA,240.0,R,100000000.0,3.0,17000.0,46057,138000,8.2
1995.0,USA,121.0,PG-13,100000000.0,4.0,541.0,2880,0,5.4
1997.0,USA,129.0,R,105000000.0,0.0,719.0,2031,0,7.2
2012.0,Germany,172.0,R,102000000.0,5.0,670.0,22686,124000,7.5
2010.0,USA,101.0,PG,80000000.0,1.0,0.0,4286,16000,7.0
2004.0,USA,87.0,PG-13,100000000.0,0.0,26.0,3144,0,3.3
2002.0,USA,95.0,PG,140000000.0,0.0,63.0,26940,0,7.1
2009.0,USA,102.0,PG-13,100000000.0,1.0,52.0,10552,0,5.4
2014.0,USA,131.0,PG-13,90000000.0,15.0,385.0,52610,56000,6.1
2015.0,USA,114.0,PG-13,105000000.0,1.0,19.0,3962,37000,5.3
2005.0,USA,94.0,PG,84000000.0,0.0,6.0,1195,881,2.2
2015.0,USA,122.0,PG-13,100000000.0,0.0,2000.0,28328,27000,7.0
2002.0,USA,95.0,PG-13,100000000.0,1.0,31.0,6161,416,3.8
2010.0,France,115.0,R,100000000.0,1.0,521.0,13761,0,6.9
2015.0,USA,88.0,G,99000000.0,0.0,20.0,309,33000,7.2
1997.0,USA,110.0,PG,10000000.0,0.0,342.0,1722,578,7.3
2001.0,USA,130.0,PG-13,98000000.0,5.0,208.0,15972,0,6.3
2002.0,USA,216.0,R,100000000.0,3.0,17000.0,47657,0,7.5
2011.0,China,146.0,R,94000000.0,2.0,611.0,23240,13000,7.6
2007.0,USA,85.0,PG,100000000.0,0.0,9.0,25590,0,6.8
2004.0,USA,93.0,PG-13,90000000.0,1.0,0.0,13748,0,5.2
2001.0,USA,152.0,R,92000000.0,0.0,0.0,4270,10000,7.7
2012.0,USA,85.0,R,95000000.0,0.0,116.0,9271,18000,6.2
1997.0,France,126.0,PG-13,93000000.0,2.0,0.0,39319,18000,7.7
2010.0,USA,146.0,R,100000000.0,4.0,127.0,4555,0,4.3
2000.0,USA,89.0,PG,95000000.0,1.0,10.0,3372,0,6.9
2012.0,USA,88.0,PG,95000000.0,0.0,20.0,25354,14000,6.6
2015.0,USA,105.0,PG,95000000.0,1.0,0.0,4671,56000,7.0
2009.0,USA,135.0,PG-13,65000000.0,1.0,0.0,2370,16000,6.7
2003.0,USA,100.0,G,94000000.0,0.0,475.0,5641,11000,8.2
2003.0,USA,192.0,PG-13,94000000.0,2.0,0.0,6434,16000,8.9
2002.0,USA,172.0,PG-13,94000000.0,1.0,0.0,23052,10000,8.7
2014.0,USA,102.0,PG-13,95000000.0,4.0,44.0,17098,16000,5.5
2001.0,USA,100.0,PG-13,115000000.0,1.0,165.0,12150,0,5.7
2014.0,UK,119.0,PG-13,100000000.0,1.0,0.0,54031,37000,6.3
2001.0,USA,92.0,PG-13,93000000.0,0.0,394.0,2574,0,5.9
2011.0,USA,105.0,PG-13,93000000.0,0.0,81.0,13118,47000,7.6
2008.0,USA,107.0,PG,90000000.0,0.0,70.0,1614,0,6.6
2013.0,USA,101.0,R,92000000.0,2.0,212.0,15481,66000,5.3
2004.0,USA,115.0,PG,92000000.0,0.0,663.0,1901,0,8.0
1995.0,USA,124.0,PG-13,98000000.0,3.0,212.0,3611,1000,5.6
2010.0,UK,118.0,PG,95000000.0,0.0,0.0,14024,9000,5.9
1997.0,USA,98.0,PG-13,90000000.0,0.0,188.0,12998,0,7.3
1999.0,USA,82.0,G,90000000.0,2.0,487.0,21275,0,7.9
2010.0,USA,98.0,PG-13,100000000.0,1.0,12000.0,25780,18000,6.8
2001.0,USA,90.0,PG-13,90000000.0,2.0,420.0,664,0,6.6
2000.0,USA,130.0,PG-13,100000000.0,0.0,0.0,12890,0,6.6
2009.0,USA,90.0,PG,100000000.0,1.0,97.0,1227,0,7.0
2009.0,USA,94.0,PG,90000000.0,0.0,107.0,1258,0,7.0
2013.0,USA,114.0,PG,90000000.0,1.0,0.0,5095,70000,7.3
2000.0,USA,94.0,PG-13,92000000.0,0.0,368.0,15419,0,5.5
2006.0,USA,151.0,R,90000000.0,0.0,17000.0,45648,29000,8.5
1998.0,USA,88.0,G,90000000.0,0.0,7.0,4478,12000,7.5
2008.0,USA,121.0,R,92000000.0,3.0,0.0,23484,0,7.0
2011.0,USA,158.0,R,90000000.0,1.0,21000.0,20388,54000,7.8
1995.0,USA,128.0,R,90000000.0,1.0,323.0,14274,0,7.6
2009.0,USA,128.0,PG-13,90000000.0,3.0,0.0,23996,20000,7.6
2016.0,USA,141.0,PG-13,41114212.86969768,2.0,335.0,13379,0,6.1
2001.0,USA,95.0,PG,120000000.0,0.0,21.0,15237,0,6.8
2015.0,USA,92.0,PG,90000000.0,0.0,12.0,38450,0,5.0
